name,jurisdiction,address,lat,lng,type,comment,id
CR 130 @ Turkey Creek,LEECO,Lee County,30.169985,-96.781517,on,,1677
CR 131 @ Cedar Creek,LEECO,Lee County,30.233255,-96.73719,on,,1678
CR 133 @ Stuber Creek,LEECO,Lee County,30.198463,-96.874001,on,,1679
Cr 133 @ Water Hole Branch,LEECO,Lee County,30.196384,-96.850182,on,,1680
CR 203 @ Rabbs Creek,LEECO,Lee County,30.179405,-97.050476,on,,1681
CR 205 @ Little Bullfrog Creek,LEECO,Lee County,30.175426,-96.990295,on,,1682
CR 205 @ Knobbs Creek,LEECO,Lee County,30.142265,-97.038078,on,,1683
CR 205 @ Bullfrog Creek,LEECO,Lee County,30.170876,-96.998543,on,,1684
CR 205 @ Rabbs Creek,LEECO,Lee County,30.156984,-97.016098,on,,1685
CR 208 @ Bullfrog Creek,LEECO,Lee County,30.1535,-96.972565,on,,1686
CR 208 @ Rabbs Creek,LEECO,Lee County,30.145313,-96.996559,on,,1687
CR 208 @ Wolf Branch,LEECO,Lee County,30.163271,-96.961891,on,,1688
CR 209 @ Knobbs Creek,LEECO,Lee County,30.101318,-97.020515,on,,1689
CR 210 @ Knobbs Creek,LEECO,Lee County,30.089941,-97.018204,on,,1690
CR 213 @ Knobbs Creek,LEECO,Lee County,30.066362,-97.006798,on,,1691
CR 213 @ Little Pin Oak Creek,LEECO,Lee County,30.072908,-96.999519,on,,1692
CR 216 @ Rabbs Creek,LEECO,Lee County,30.11805,-96.940231,on,,1693
CR 216 @ Sandy Creek,LEECO,Lee County,30.122393,-96.938278,on,,1694
CR 217 @ Rabbs Creek,LEECO,Lee County,30.126257,-96.952034,on,,1695
CR 217 @ Sandy Creek,LEECO,Lee County,30.137663,-96.939537,on,,1696
CR 220 @ Rabbs Creek,LEECO,Lee County,30.109024,-96.929756,on,,1697
CR 221 @ Pin Oak Creek,LEECO,Lee County,30.121639,-96.910652,on,,1698
CR 223 @ Pin Oak Creek,LEECO,Lee County,30.14892,-96.914116,on,,1699
CR 223 @ Rocky Branch,LEECO,Lee County,30.108444,-96.862648,on,,1700
CR 223 @ Small Greens Creek,LEECO,Lee County,30.124683,-96.888893,on,,1701
CR 226 @ Cummins Creek,LEECO,Lee County,30.159863,-96.880585,on,,1702
CR 233 @ Cummins Creek,LEECO,Lee County,30.156799,-96.856689,on,,1703
CR 304 @ Middle Yegua Creek,LEECO,Lee County,30.423727,-97.23671,on,,1704
CR 304 @ Mine Creek,LEECO,Lee County,30.360558,-97.213989,on,,1705
CR 304 @ Willow Creek,LEECO,Lee County,30.376293,-97.226395,on,,1706
CR 306 @ Middle Yegua Creek (South),LEECO,Lee County,30.402718,-97.191315,on,,1707
CR 306 @ Middle Yegua Creek (North),LEECO,Lee County,30.413513,-97.222565,on,,1708
CR 309 @ Burns Branch,LEECO,Lee County,30.402805,-97.148094,on,,1709
CR 309 @ Middle Yegua Creek,LEECO,Lee County,30.410339,-97.156403,on,,1710
CR 311 @ Blue Branch,LEECO,Lee County,30.361956,-97.170204,on,,1711
CR 311 @ Marshy Branch,LEECO,Lee County,30.361397,-97.185104,on,,1712
CR 314 @ Cottonwood Creek,LEECO,Lee County,30.450672,-97.129578,on,,1713
CR 314 @ Cross Creek,LEECO,Lee County,30.435314,-97.141655,on,,1714
CR 314A @ Cross Creek,LEECO,Lee County,30.454733,-97.149963,on,,1715
CR 315 @ Camp Branch,LEECO,Lee County,30.464424,-97.093811,on,,1716
CR 316 @ Cross Creek,LEECO,Lee County,30.423174,-97.123238,on,,1717
CR 317 @ Brushy Creek,LEECO,Lee County,30.43795,-97.038086,on,,1718
CR 318 @ Camp Branch,LEECO,Lee County,30.470179,-97.090744,on,,1719
CR 320 @ Brushy Creek,LEECO,Lee County,30.452997,-97.020164,on,,1720
CR 320 @ Pucker Springs Branch,LEECO,Lee County,30.475197,-97.037086,on,,1721
CR 320 @ Rouse Creek,LEECO,Lee County,30.502571,-97.050606,on,,1722
CR 322 @ West Rocky Branch,LEECO,Lee County,30.360727,-97.08226,on,,1723
CR 323 @ Middle Yegua Creek,LEECO,Lee County,30.367773,-97.048912,on,,1724
CR 326 @ West Yegua Creek,LEECO,Lee County,30.295628,-97.005585,on,,1725
CR 326 @ Shaw Branch,LEECO,Lee County,30.395409,-97.012558,on,,1726
CR 326 @ Middle Yegua Creek,LEECO,Lee County,30.367445,-97.024666,on,,1727
CR 329 @ Middle Yegua Creek,LEECO,Lee County,30.353991,-96.987915,on,,1728
CR 333 @ Willie Branch,LEECO,Lee County,30.320852,-97.12928,on,,1729
CR 337 @ Coupland Branch,LEECO,Lee County,30.405525,-97.075485,on,,1730
CR 343 @ Coupland Branch,LEECO,Lee County,30.354233,-97.102318,on,,1731
CR 345 @ Allen Creek,LEECO,Lee County,30.528376,-97.01609,on,,1732
CR 404 @ Boggy Creek,LEECO,Lee County,30.38213,-96.865067,on,,1733
CR 405 @ Indian Camp Branch,LEECO,Lee County,30.39621,-96.989288,on,,1734
CR 405 @ Warsaw Branch,LEECO,Lee County,30.395802,-96.972519,on,,1735
CR 405 @ Pin Oak Creek,LEECO,Lee County,30.405678,-96.955132,on,,1736
CR 413 @ Allen Creek,LEECO,Lee County,30.525551,-96.933594,on,,1737
CR 415W @ Spring Branch,LEECO,Lee County,30.499523,-97.000549,on,,1738
CR 417 @ Spring Branch,LEECO,Lee County,30.517321,-96.988731,on,,1739
CR 418 @ Allen Creek,LEECO,Lee County,30.526342,-97.000137,on,,1740
CR 418 @ Spring Branch,LEECO,Lee County,30.510744,-96.993858,on,,1741
CR 424 @ Brushy Creek (North),LEECO,Lee County,30.3708,-96.809837,on,,1742
JCR 424 @ Brushy Creek (South),LEECO,Lee County,30.346251,-96.834259,on,,1743
CR 424 @ East Yegua Creek,LEECO,Lee County,30.387001,-96.788017,on,,1744
CR 426 @ Brushy Creek,LEECO,Lee County,30.370295,-96.801727,on,,1745
CR 428 @ Boggy Branch,LEECO,Lee County,30.355844,-96.855919,on,,1746
CR 428 @ Brushy Creek,LEECO,Lee County,30.369522,-96.839722,on,,1747
CR 430 @ East Yegua Creek,LEECO,Lee County,30.344315,-96.761047,on,,1748
CR 430 @ Boggy Branch,LEECO,Lee County,30.354189,-96.856148,on,,1749
CR 430 @ Brushy Creek,LEECO,Lee County,30.33824,-96.837189,on,,1750
CR 436 @ Copperas Creek,LEECO,Lee County,30.389839,-96.909355,on,,1751
CR 455 @ Indian Camp Branch,LEECO,Lee County,30.371523,-96.984497,on,,1752
CR 455 @ Warsaw Branch,LEECO,Lee County,30.372948,-96.980118,on,,1753
Deer Valley Dr. @ Willow Creek,LEECO,Lee County,30.371374,-97.265465,on,,1758
Post Oak Dr. @ Tributary to Middle Yegua Creek,LEECO,Lee County,30.432079,-97.232536,on,,1759
Post Oak Dr. @ Tributary to Middle Yegua Creek,LEECO,Lee County,30.430269,-97.226562,on,,1760
Road B @ Two Mile Branch,LEECO,Lee County,30.373522,-97.124008,on,,1761
Road C @ Two Mile Creek,LEECO,Lee County,30.379416,-97.122643,on,,1762
Wilson Boyd Ln. @ Red Branch,LEECO,Lee County,30.389349,-97.029266,on,,1763
FM 141 @ Middle Yegua Creek,LEECO,Lee County,30.321545,-96.786461,on,,1764
FM 1624 @ Middle Yegua Creek,LEECO,Lee County,30.388115,-97.064156,on,,1765
FM 1624 @ West Yegua Creek,LEECO,Lee County,30.303663,-97.05072,on,,1766
CR 117 @ Persimmon Branch,LEECO,Lee County,30.235029,-96.861954,on,,1771
CR 309 @ Pin Oak,LEECO,Lee County,30.385496,-97.137146,on,,1788
CR 117 @ Trubitary to Nails Creek,LEECO,Lee County,30.2358,-96.847595,on,,1811
CR 401 @ Tributary to East Yegua Creek,LEECO,Lee County,30.418373,-96.8918,on,,1858
CR 327w @ Tributary to West Yegua Creek,LEECO,Lee County,30.296951,-96.969643,on,,1862
CR 313 @ Cross Creek,LEECO,Lee County,30.458855,-97.153099,on,,1928
CR 310 @ Pin Oak,LEECO,Lee County,30.379391,-97.138046,on,,1968
CR 143 @ Tributary to West Yegua Creek,LEECO,Lee County,30.285662,-96.903221,on,,1969
CR 114 @ West Yegua Creek,LEECO,Lee County,30.292053,-96.906265,on,,2078
CR 117 @ Middle Yegua Creek,LEECO,Lee County,30.326771,-96.858047,on,,2079
