name,jurisdiction,address,lat,lng,type,comment,id
S KINGS CANYON DR / S KINGS CANYON DR,WCO,Williamson County,30.508909,-97.820808,on,Crossing is open.,248
482' SOUTH OF LONE STAR DR / BARON LN,WCO,Williamson County,30.515364,-97.832993,on,Crossing is open.,250
289' WEST OF ROYAL LN / CEDAR PARK DR,WCO,Williamson County,30.511145,-97.835503,on,Crossing is open.,251
 DEWBERRY DR / CEDAR PARK DR,WCO,Williamson County,30.507669,-97.843376,on,Crossing is open.,252
CR 328,WCO,Williamson County,30.716707,-97.5345,on,,255
CR 328,WCO,Williamson County,30.71892,-97.532127,on,,256
600' SOUTH OF FM 972 / CR 329,WCO,Williamson County,30.741217,-97.57048,on,Crossing is open.,257
CR 200 / CR 236,WCO,Williamson County,30.769682,-97.957932,on,Crossing is open.,258
CR 200 / CR 236,WCO,Williamson County,30.768627,-97.961227,on,Crossing is open.,259
 CR 194 / CR 140,WCO,Williamson County,30.689175,-97.61026,on,Crossing is open.,260
FM 1105 / CR 149,WCO,Williamson County,30.703566,-97.592049,on,Crossing is open.,261
CR258 @ Tejas Park,WCO,Williamson County,30.696257,-97.828827,on,,262
CR 246 / CR 245,WCO,Williamson County,30.760435,-97.786789,on,Crossing is open.,264
 CR 245 / CR 246,WCO,Williamson County,30.759169,-97.698227,on,Crossing is open.,265
CR 251 / CR 250,WCO,Williamson County,30.772371,-97.83757,on,,266
CR 252 / CR 251,WCO,Williamson County,30.781549,-97.831665,on,,267
 CR 215,WCO,Williamson County,30.786821,-97.859642,on,,268
CR 220,WCO,Williamson County,30.814713,-97.855255,on,,269
CR 223 @ CR 220,WCO,Williamson County,30.835573,-97.851135,on,,270
CR 388,WCO,Williamson County,30.76512,-97.597519,on,,271
CR 471,WCO,Williamson County,30.517832,-97.270447,on,,272
6530,WCO,Williamson County,30.47377,-97.189087,on,Crossing is open.,273
 CR 481 / CR 482,WCO,Williamson County,30.47377,-97.189087,on,Crossing is open,276
CR 475 / CR 476,WCO,Williamson County,30.465225,-97.237099,on,Crossing is open,277
 CR 474 / CR 476,WCO,Williamson County,30.463282,-97.243347,on,Crossing is open,278
CR 467 / CR 484,WCO,Williamson County,30.42527,-97.287018,on,,279
 484 / CR 491,WCO,Williamson County,30.416157,-97.302071,on,,280
 CR 462 / CR 460,WCO,Williamson County,30.441532,-97.370033,on,Crossing is open,281
CR 453 / CR 483,WCO,Williamson County,30.509468,-97.375343,on,,282
 CR 134 / CR 132,WCO,Williamson County,30.538054,-97.523163,on,,283
 CR 373 / CR 398,WCO,Williamson County,30.576965,-97.455391,on,,284
 CR 101,WCO,Williamson County,30.60317,-97.505623,on,Crossing is open,285
 CR 130,WCO,Williamson County,30.59548,-97.554382,on,,286
 CR 123/ BRUSHY CREEK,WCO,Williamson County,30.530931,-97.589828,off,,287
2932 ft WEST OF CR 175 / CR 179,WCO,Williamson County,30.565344,-97.785728,on,Crossing is open,288
 CR 177,WCO,Williamson County,30.573837,-97.789879,on,,289
CR 285 / CR 284,WCO,Williamson County,30.641748,-98.009323,on,,290
2500 ft WEST OF CR 126 / CR 121,WCO,Williamson County,30.658648,-97.561203,on,Crossing is open,291
 CR 124,WCO,Williamson County,30.677382,-97.540604,on,,292
CR 327 / CR 336,WCO,Williamson County,30.701258,-97.456551,on,,293
CR 327 / CR 336,WCO,Williamson County,30.702188,-97.456909,on,,294
CR 346 / CR 347,WCO,Williamson County,30.702131,-97.434166,on,,295
CR 327 / CR 380,WCO,Williamson County,30.706284,-97.484375,on,,296
 RONALD RD / PATRIOT WAY,WCO,Williamson County,30.628939,-97.610481,on,Crossing is open,298
 Big Mankins/ CR 100,WCO,Williamson County,30.640711,-97.580414,on,,299
CR 348 / CR 347,WCO,Williamson County,30.714729,-97.426888,on,,300
 CR 353 / CR 350,WCO,Williamson County,30.764271,-97.408478,on,,301
1580 ft NORTH OF FM 971 / CR 335,WCO,Williamson County,30.709368,-97.472336,on,,302
 CR 300 / CR 326,WCO,Williamson County,30.721638,-97.471275,on,Crossing is open,303
0.5 MILE WEST OF SH 95 / CR 325,WCO,Williamson County,30.73579,-97.447197,on,Crossing is open,304
 CR 321 / CR 382,WCO,Williamson County,30.77158,-97.531715,on,,305
 CR 314 / CR 315,WCO,Williamson County,30.789936,-97.592148,on,,306
FM 487 / CR 303,WCO,Williamson County,30.820198,-97.556557,on,,307
 WALSH DR / SAM BASS RD,WCO,Williamson County,30.538378,-97.751106,on,,308
 CR 234 / CR 143,WCO,Williamson County,30.7309,-97.656326,on,,309
1480 ft NORTH OF CR 147 / CR 234,WCO,Williamson County,30.74297,-97.664925,on,Crossing is open,310
1060 ft SOUTH OF CR 146 / CR 234,WCO,Williamson County,30.750736,-97.663589,on,Crossing is open,311
234 / CR 239,WCO,Williamson County,30.773506,-97.680244,on,,312
 CR 234 / LIVE OAK TRLS,WCO,Williamson County,30.756662,-97.664352,on,Crossing is open,313
SPEARS RANCH RD / CR 305,WCO,Williamson County,30.828339,-97.642883,on,,314
 FM 487 / CR 232,WCO,Williamson County,30.827089,-97.694443,on,,315
FM 487 / CR 232,WCO,Williamson County,30.82814,-97.693382,on,,316
CR 308 / CR 307,WCO,Williamson County,30.859653,-97.617378,on,,317
FM 487 / CR 232,WCO,Williamson County,30.847746,-97.725784,on,,318
 CR 230 / CR 229,WCO,Williamson County,30.856525,-97.766731,on,Crossing is open,319
CR 223 / CR 221,WCO,Williamson County,30.84042,-97.868492,on,,320
 CR 241 / CR 245,WCO,Williamson County,30.775003,-97.790596,on,,321
 CR 249 / CR 245,WCO,Williamson County,30.765099,-97.786469,on,Crossing is open,322
 CR 236 / CR 208,WCO,Williamson County,30.816826,-97.930092,on,,323
 CR 204 / CR 200,WCO,Williamson County,30.754763,-97.936462,on,,324
SAN GABRIEL RANCH RD / SAN GABRIEL RANCH RD,WCO,Williamson County,30.707323,-97.909195,on,Crossing is open,325
 BRUSHY CREEK RD / BRUSHY BEND DR,WCO,Williamson County,30.519209,-97.745033,on,,326
WEST OF BRUSHY BEND DR / BRUSHY CREEK RD,WCO,Williamson County,30.518866,-97.745857,on,,327
CR 272/BRUSHY CREEK,WCO,Williamson County,30.539675,-97.779129,off,Structural Damage,328
 KAUFFMAN LOOP / CR 267,WCO,Williamson County,30.617039,-97.845818,on,Crossing is open,329
CR 281 / CR 279,WCO,Williamson County,30.628489,-97.904335,on,,330
 CR 346 / CR 279,WCO,Williamson County,30.701603,-97.419357,on,Crossing is open,331
 CR 347 / CR 348,WCO,Williamson County,30.708214,-97.422028,on,,332
840 ft NORTH OF CR 438 / CR 434,WCO,Williamson County,30.553251,-97.229271,on,Crossing is open,333
1390 ft SOUTH OF CR 436 / CR 434,WCO,Williamson County,30.555593,-97.231003,on,Crossing is open,334
250 ft EAST OF CR 436 / CR 434,WCO,Williamson County,30.558199,-97.233002,on,Crossing is open,335
CR 414 / CR 424,WCO,Williamson County,30.623293,-97.310989,on,,336
470 ft WEST OF CR 417 / CR 416,WCO,Williamson County,30.652655,-97.365608,on,,337
CR 493 / CR 361,WCO,Williamson County,30.702215,-97.282036,on,,338
CR 363,WCO,Williamson County,30.737436,-97.287689,on,,339
CR 350 / CR 351,WCO,Williamson County,30.775734,-97.396248,on,,340
SH 95 / CR 351,WCO,Williamson County,30.784943,-97.426132,on,,341
 N RED BUD LN / N CR 122,WCO,Williamson County,30.553429,-97.609543,on,,342
 LIMMER LOOP / CR 108,WCO,Williamson County,30.555363,-97.571274,on,Crossing is open,343
US 79 / CR 110,WCO,Williamson County,30.53639,-97.601257,on,,344
385 ft CR 160 / CR 101,WCO,Williamson County,30.584658,-97.497696,on,Crossing is open,345
1122 ft WEST OF CR 101 / CR 369,WCO,Williamson County,30.582775,-97.493073,on,Crossing is open,346
2300 ft EAST OF CR 368 / CR 369,WCO,Williamson County,30.594105,-97.468796,on,Crossing is open,347
142 MAIN ST / CR 365,WCO,Williamson County,30.612009,-97.425888,on,Crossing is open,348
1370 ft SOUTH OF FM 972 / CR 301,WCO,Williamson County,30.759796,-97.46962,on,Crossing is open,349
CR 384 / CR 321,WCO,Williamson County,30.773142,-97.516914,on,,350
CR 382 / CR 321,WCO,Williamson County,30.773922,-97.523506,on,,351
 CR 302 / CR 343,WCO,Williamson County,30.776949,-97.496445,on,Crossing is open,352
 CR 302 / CR 384,WCO,Williamson County,30.786507,-97.51107,on,,353
 487 / CR 384,WCO,Williamson County,30.808092,-97.503098,off,Crossing is open,354
1465 ft NORTH OF FM 487 / CR 303 NORTH OF FM 487,WCO,Williamson County,30.835255,-97.562256,on,,355
CR 140 / CR 149,WCO,Williamson County,30.699381,-97.605507,on,Crossing is open,356
 CR 152 @ LONNIE THOMAS,WCO,Williamson County,30.667727,-97.649773,on,,357
 CR 202 / CR 200,WCO,Williamson County,30.737272,-97.936562,on,Crossing is open,358
CR 140 / CR 149,WCO,Williamson County,30.697081,-97.612869,on,Crossing is open,359
SH 29 / CR 266,WCO,Williamson County,30.617039,-97.845818,on,,360
 FM 1331 / CR 428,WCO,Williamson County,30.679565,-97.321938,on,Crossing is open,361
CR 137 / CR 137,WCO,Williamson County,30.50757,-97.548454,on,Crossing is open,362
CR 105 / CR 105,WCO,Williamson County,30.615997,-97.58625,on,,363
FM 1660 AT COTTONWOOD CREEK / FM 1660,WCO,Williamson County,30.51236,-97.527565,on,Crossing is open,364
FM 685 AT BRUSHY CREEK / FM 685,WCO,Williamson County,30.52635,-97.566811,on,Crossing is open,365
CR 129 AT BRUSHY CREEK / CR 129,WCO,Williamson County,30.489567,-97.499069,on,Crossing is open,366
CR 272,WCO,CR 272 @ San Gabriel River,0,0,on,,694
CR 473 South of CR 112,WCO,CR 473 South of CR 112,30.518572,-97.247803,on,,718
Patricia @ Deer Draw,WCO,Patricia @ Deer Draw,30.588125,-97.766129,on,,719
FM 112 & FM 486,WCO,15400 FM 112,30.491579,-97.200211,on,,955
CR 152 West of CR 140,WCO,CR152 west of CR140,30.693113,-97.629105,on,,970
CR 442,WCO,CR442,30.504276,-97.187691,on,,971
CR 464,WCO,CR464,30.454397,-97.327324,on,,972
CR 467,WCO,CR467,30.452242,-97.296127,on,,973
CR 175 / Vista Isle,WCO,CR175/Vista Isle,30.547762,-97.762054,on,,1015
CR 438 West CR 437,WCO,CR438 west of CR437,30.658031,-97.22673,on,,1035
CR 147 east of CR 234,WCO,CR147 east of CR234,30.741179,-97.657639,on,,1040
CR 201,WCO,CR 201,30.734472,-97.978905,on,,1084
FM 1660 / HWY 29,WCO,"FM 1660, HWY 29",30.635281,-97.542717,on,,1115
CR 270,WCO,CR 270,30.616421,-97.846596,on,,1118
1100 CR 450,WCO,1100 CR 450,30.539791,-97.292862,on,,1176
800 blk CR 139,WCO,800 blk CR139,30.489376,-97.537354,on,,1178
CR 123 @ Twin Ridge Pkwy,WCO,CR123 @ Twin Ridge Pkwy,30.528866,-97.604385,on,,1179
4000 blk CR405,WCO,4000 blk CR405,30.471769,-97.437141,on,,1180
CR406 @ CR407,WCO,CR406 @ CR407,30.502846,-97.418816,on,,1181
CR404,WCO,CR404,30.532572,-97.436241,on,,1182
CR448,WCO,CR448,30.548414,-97.320244,on,,1183
CR421,WCO,CR421,30.693382,-97.201279,on,,1184
CR429,WCO,CR429,30.710455,-97.0812,on,,1185
CR349,WCO,CR349,30.714083,-97.401009,on,,1186
CR 417 @ Turkey Creek,WCO,CR 417 @ Turkey Creek,30.653259,-97.357239,on,,1187
CR 226,WCO,CR226,30.83602,-97.814201,on,,1194
CR 256,WCO,CR 256,30.702238,-97.862946,on,,1351
CR 385,WCO,CR 385,30.739199,-97.429527,on,,1374
1660 West of 95,WCO,1660 West of 95,30.476223,-97.43766,on,,1575
Brushy Crk & Champion Park,WCO,3830 Brushy Creek Rd,30.511795,-97.762207,on,,1578
Indian Creek & Long Knife,WCO,Indian Crk & Long Knife,30.637003,-97.634315,on,,1584
CR 324 & CR 342,WCO,CR 324 & CR 342,30.74008,-97.494026,on,,1596
CR 477,WCO,CR 477,31.209778,-97.080772,on,,1767
CR 337 @ HWY 29,WCO,CR 337 @ HWY 29,30.643402,-97.456779,on,,1773
CR 337 @ CR 124,WCO,CR 337 @ CR 124,30.666071,-97.466133,on,,1774
CR 356,WCO,CR 356,30.734707,-97.373032,on,,1778
CR 230,WCO,CR 230,30.871168,-97.750427,on,,1779
FM 619 & CR 415,WCO,FM 619 & CR 415,30.643354,-97.390236,on,,1800
CR 333 & FM 971,WCO,CR 333 & FM 971,30.684809,-97.503838,on,,1802
CR 314,WCO,CR 314,30.794815,-97.601936,on,,1803
CR 426,WCO,CR 426,30.628513,-97.241882,on,,1813
CR 428,WCO,CR 428,30.69486,-97.27887,on,,1816
CR 494,WCO,CR 494,30.700129,-97.259216,on,,1845
CR 418,WCO,CR 418,30.660755,-97.34668,on,,1859
CR 463,WCO,CR 463,30.43812,-97.352257,on,,1860
CR 255,WCO,CR 255,30.751747,-97.853767,on,,1872
CR 257,WCO,CR 257,30.698648,-97.869514,on,,1873
CR 215,WCO,CR 215,30.823446,-97.985001,on,,1874
CR 358,WCO,CR 358,30.74371,-97.347923,on,,1916
CR 490,WCO,CR 490,30.430979,-97.274529,on,,1917
CR 418,WCO,CR 418,30.742809,-97.270882,on,,1918
CR 340,WCO,CR 340,30.689791,-97.478989,on,,1922
CR 469,WCO,CR 469,30.47007,-97.312004,on,,1923
CR 472,WCO,CR 472,30.487789,-97.261452,on,,1924
CR 493 / CR 428,WCO,CR 493 / CR 428,30.706215,-97.267235,on,,2011
CR 243,WCO,CR 243,30.793819,-97.806656,on,,2014
CR 318,WCO,CR 318,30.769127,-97.544739,on,,2017
CR 331,WCO,CR 331,30.749641,-97.548813,on,,2018
CR 348,WCO,CR 348,30.695335,-97.388809,on,,2019
CR 367,WCO,CR 367,30.597361,-97.445572,on,,2020
CR 347,WCO,CR 347,30.651731,-97.428665,on,,2021
CR 208,WCO,CR 208,30.815859,-97.055229,on,,2022
CR 258,WCO,CR 258,30.941959,-96.797569,on,,2023
CR 340,WCO,CR 340,30.687832,-96.843758,on,,2024
CR 333,WCO,CR 333,30.605671,-96.707848,on,,2025
CR 350,WCO,CR 350,30.787683,-96.734222,on,,2026
CR 351,WCO,CR 351,30.76314,-96.646523,on,,2027
HWY 29 & CR 366,WCO,HWY 29 & CR 366,30.635134,-97.476112,on,,2254
