name,jurisdiction,address,lat,lng,type,comment,id
P2002 - Friendship Rd. (West),BCO,200 Blk,30.18733,-97.103958,on,Crossing is passable,764
P2003 - Saint Delight Rd,BCO,400 Blk,30.184549,-97.112297,on,Roadway is open,765
P2004 - Gotier Trace Rd,BCO,1600 Blk,30.131001,-97.132156,on,Roadway is Open,766
P2005 - Gotier Trace Rd.,BCO,1250 Blk,30.123619,-97.157066,on,Road is open,767
P2006 - Bowie Dr.,BCO,126 Blk,30.17696,-97.201424,on,Roadway is open,768
P2007 - Cardinal Dr.,BCO,718 Blk,30.19125,-97.202263,on,Road is open,769
P2008 - Cardinal Dr.,BCO,700 Blk,30.190281,-97.204323,on,Road is open,770
P2010 - 250 Blk League line Rd,BCO,P2010 - 250 Blk League line Rd,30.07605,-97.068138,on,Road is open,772
P2011 - Zack Rd,BCO,,30.056141,-97.042831,on,Road is open,773
P2012 - Center Union Rd.,BCO,,30.040739,-97.060402,on,Road is open,774
P2013 - Krchnak Rd.,BCO,300 KRCHNAK RD,30.0508,-97.07489,on,Road is open,775
P2014 - Barton Oak Rd.,BCO,,29.95023,-97.138802,on,Roadway is open,776
P2015 - Vyvjala Rd.,BCO,300 Blk,29.94005,-97.200989,on,Road is open,777
P2016 - Patterson Rd.,BCO,300 Blk,29.921841,-97.23922,on,Road is closed,778
P2017 - Patterson Rd.,BCO,500 Blk at Hickory Creek,29.90966,-97.239449,off,Roadway is Closed,779
P2018 - Patterson Rd.,BCO,1600 Blk,29.862989,-97.269234,on,Road is open,780
P2019 - Henry Ln.,BCO,,29.844379,-97.315308,on,Road is open,781
P2020 - McReynolds Rd.,BCO,450 Blk,29.927019,-97.356071,on,Road is Open,782
P2021 - McReynolds Rd.,BCO,300 Blk,29.91769,-97.349197,on,Road is open but damaged,783
Johns Rd,BCO,200 BLK,29.98064,-97.284241,on,Roadway is open,784
P2023 - Hidden Shore Loop,BCO,205 Blk,30.04944,-97.20118,on,Road is Open,785
P2024 - O Grady Rd,BCO,205 Blk,30.07065,97.199753,on,Crossing is open,786
P3001 - Wilhelm Way ,BCO,300 Blk,29.970921,-97.368439,on,Road is open,787
P3002 - Watterson Rd.,BCO,1250 Blk ,29.97965,-97.37867,on,Road is open,788
P3003 - Watterson Rd. /Possum Way,BCO,900 Blk,29.9998,-97.365471,on,Road is open,789
P3004 - Watterson Rd.,BCO,674 Blk,30.014771,-97.355232,on,Road is open,790
P3005 - Watterson Rd.,BCO,350 Blk,30.028339,-97.340431,on,Roadway is open,791
P3006 - Glass Ln,BCO,317 Blk,30.0208,-97.329071,on,Road is open,792
P3007 - Lee Rd.,BCO,613 Blk,29.99102,-97.383202,on,Road is open,793
P3008 - Watterson School Rd.,BCO,362 Blk,29.98814,-97.403709,on,Road is open,794
P3009 - Lee Rd.,BCO,525 Blk,29.995131,-97.386101,on,Road is open,795
P3010 - Lower Red Rock Rd.,BCO,919 Blk,30.02825,-97.378906,on,Road is Open,796
P3011 - Lower Red Rock Rd.,BCO,500 Blk,30.057091,-97.371429,on,Road is open,797
Lone Star Rd,BCO,400 Blk,30.042351,-97.402077,on,Road is open,798
P3013 - Lower Red Rock Rd.,BCO,110 Blk,30.02284,-97.384911,on,Road is open,799
P3014 - Lower Red Rock Rd.,BCO,1110 Blk,30.02429,-97.389847,on,Road is open,800
P3015 - Lower Red Rock Rd.,BCO,1300 Blk,30.017309,-97.401161,on,Crossing is open,801
P3016 - Lower Red Rock Rd.,BCO,1550 Blk,30.00198,-97.412987,on,Road is open,802
P3017 - Lehman Ln,BCO,300 Blk,30.009251,-97.420563,on,Road is open,803
P3018 - Pleasant Chapel Rd,BCO,270 Blk,30.03093,-97.431862,on,Roadway is open,804
P3019 - Earl Callahan Rd,BCO,400 - 500 Blk,30.065701,-97.438698,on,Roadway is open,805
P3020 - N Cedar Creek Dr.,BCO,100 Blk,30.065929,-97.483467,on,Road is open,806
P3021 - Mt. Pleasant Rd.,BCO,600 Blk,30.032209,-97.503822,on,Road is open,807
P3022 - John Craft Rd.,BCO,200Blk,29.95764,-97.38443,on,Road is open,808
P3023 - Watterson Rd,BCO,1750 Watterson Rd at Bridge,29.95488,-97.398422,on,Road is Open,809
P3024 - Goertz Rd. / Waterson Rd,BCO,400 Blk,29.970671,-97.42926,on,Road is open,810
P3025 - Goertz Rd ,BCO,300 Blk,29.97324,-97.433632,on,Road is open,811
P3026 - Sand Hill Rd.,BCO,100 Blk,29.956791,-97.443336,on,Road is open,812
P3027 - Sand Hill Rd.,BCO,600 Blk,29.939159,-97.408028,on,Roadway is open,813
P3028 - Klaus Ln,BCO,200 Blk Klaus Ln @ Lower Elm Creek,29.929939,-97.432663,on,Crossing is open,814
P3029 - Pettytown Rd.,BCO,500 Blk,29.93409,-97.44381,on,Crossing is open,815
P3030 - Pettytown Rd.,BCO,825 Blk,29.912729,-97.456734,on,Roadway is open,816
P3031 - Bateman Rd.,BCO,300 Blk,29.946751,-97.466217,on,Road is open,817
P3032 - Alexander Rd.,BCO,100 Blk,29.960199,-97.474892,on,Road is open,818
P3033 - Wilson Rd.,BCO,200 Blk,29.9618,-97.473328,on,Crossing is open,819
P3034 - Boyd Rd.,BCO,100 Blk,29.985609,-97.49675,on,Road is open,820
P3035 - Boyd Rd.,BCO,400 Blk,29.97143,-97.512878,on,Roadway is open,821
P3036 - Hollow Rd.,BCO,200 Blk,29.991619,-97.49221,on,Road is open,822
P3037 - High Grove Rd.,BCO,575 Blk,30.0103,-97.478378,on,Road is open,823
P3038 - High Grove Rd.,BCO,300 Blk,30.02281,-97.468384,on,Roadway is open,824
P3039 - Artesian Rd.,BCO,100 Blk,30.0163,-97.533348,on,Roadway is open,825
P3040 - Rianna Woods Dr.,BCO,150 Blk,30.00519,-97.570396,on,Roadway is open,826
P3041 - Blue Jay Rd.,BCO,200 Blk,30.003019,-97.559219,on,Road is open,827
P3042 - Watts Rd.,BCO,1600 Blk,30.08292,-97.53553,on,Road is open,828
P3043 - Legend Oaks Dr.,BCO,200 Blk,30.06827,-97.59903,on,Road is open,829
P3044 - Caldwell Rd.,BCO,150 Blk,30.054649,-97.618813,on,Roadway is open,830
P3045 - McDowell Rd.,BCO,140 Blk,30.097561,-97.578369,on,Road is open,831
P3046 - Jacobson Rd.,BCO,1-97 Blk,30.11647,-97.590134,on,Road is open,832
P3047 - Prvada Rd,BCO,134 Blk,30.108709,-97.570686,on,Road is open,833
P3048 - Reeves Ln,BCO,158 Blk,30.112391,-97.54113,on,Road is open,834
P3049 - Shady Oaks Loop,BCO,215 Blk,30.099409,-97.530983,on,Road is open,835
P3050 - Thousand Oaks Dr,BCO,100 Blk - Road Open,30.106079,-97.511833,on,Road is open,836
P3051 - Jenkins Rd,BCO,300 Blk,30.107201,-97.494537,on,Road is open,837
P3052 - Pope Bend South,BCO,400 Blk,30.12546,-97.478432,on,Road is open,838
P3053 - Simpson Ave.,BCO,170 Blk,30.12892,-97.480377,on,Road is open,839
P3054 - Cedar Ln,BCO,323 Blk,30.127621,-97.46994,on,Roadway is open,840
P3055 - Tuck St,BCO,171 Blk,30.12088,-97.470108,on,Roadway is open,841
P3056 - Lake View Dr,BCO,248 LAKE VIEW DR,30.11911,-97.469452,on,Roadway is open,842
P3057 - Marjess Dr.,BCO,150 Blk,30.11125,-97.462334,on,Roadway is open,843
P3058 - Leisure Ln,BCO,639 Blk,30.13228,-97.466087,on,Road is open,844
P3059 - Stoney Brook,BCO,139 Blk,30.128151,-97.449188,on,Road is open,845
P3060 - Leisure Ln.,BCO,363 Blk,30.123039,-97.44606,on,Road is open,846
P3061 - Shiloh Rd.,BCO,1150 Blk,30.095131,-97.439507,on,Crossing is open,847
P3062 - Mt. Olive Rd.,BCO,398 Blk,30.100849,-97.441528,on,Roadway is open,848
P4001 - 576 Block Monkey,BCO,576 Blk,30.326191,-97.417313,on,Roadway is open,849
P4002 - North Gates on Upper Elgin River Road @ Willbarger,BCO,,30.28779,-97.438942,on,Roadway is open,850
P4003 - 1685 Upper Elgin River Rd,BCO,,30.25691,-97.441978,on,Roadway is open,851
P4004 - 1831 Upper Elgin River Rd,BCO,,30.248369,-97.447441,on,Roadway is open,852
P4005 - 192 Dry Willow Rd / Elbow Bend Rd.,BCO,,30.246441,-97.44429,on,Roadway is open,853
P4006 - 123 Watersedge Terrace Dr.,BCO,,30.21368,-97.481857,on,Roadway is open,854
P4007 - 209 Old Sayers Rd,BCO,,30.32074,-97.365662,on,Roadway is open,855
P4008 - 1-97 Block Beaver Rd,BCO,1-97 Blk,30.30175,-97.37719,on,Roadway is open but damaged,856
P4009 - 175 Block Arbuckle Rd,BCO,175 Blk,30.287029,97.380966,off,closed,857
P4010 - 1333 Block Old Sayers Rd,BCO,1333 Blk,30.252769,-97.350853,on,Roadway is Open,858
P4011 - 1800 Block Sayers Rd,BCO,1800 Blk,30.233141,-97.329559,on,Roadway is open,859
P4012 - 299 Block Marlin Rd. / Paint Creek,BCO,299 Blk Marlin Rd,30.29125,-97.223778,on,Road is Open,860
MARLIN ST,BCO,MARLIN ST,30.297279,-97.197731,on,Road is Open,861
P4014 - 1084 Paint Creek Rd,BCO,,30.280331,-97.161926,on,Roadway is open,862
STOCKADE RANCH RD,BCO,1300 BLK,30.287149,-97.15789,on,Roadway is open,863
P4016 - 270 Block Stockade Ranch Rd,BCO,270 Blk,30.22871,-97.119392,on,Roadway is open,864
P4017 - 181 Block Longhorn Trail,BCO,181 Blk,30.259159,-97.114113,on,Roadway is open,865
P4018 - 292 Block Longhorn Trail ,BCO,292 Blk,30.26951,-97.11808,on,Crossing is open,866
P4019 - 214 Lee County Rd.,BCO,,30.270861,-97.107979,on,Crossing is open,867
P4020 - 290 Edgewood Trail,BCO,,30.246771,-97.099297,on,Road is open,868
P4021 - 209 Block Lincoln Lake Rd,BCO,209 Blk,30.23698,-97.08577,on,Crossing is open but very muddy,869
COB1001 - Riverwood Drive Low Water Crossing,BCO,Riverwood Drive .2 Miles West of Carter,30.120541,-97.32901,on,Roadway is Open,870
COB1002 - Fishermans Park Farm Street,BCO,Willow and Cedar going to Fishermans Park,30.11484,-97.325172,on,Fishermans Park open,871
COB1003 - Fishermans Park Willow Street,BCO,Farm Stree near Wilson going to Fishermans Park,30.11261,-97.321907,on,Fishermans Park is open,872
COB1004 - Fishermans Park Boat Ramp Area,BCO,Fishermans Park Boat Ramp Area,30.111919,-97.325073,on,Fishermans Park is open,873
COE1001 - Hwy 290 and 1880 County Line Road,BCO,Hwy 290 and 1880 County Line Road,30.352619,-97.411682,on,Road may flood rapidly,874
COE1002 - Hwy 290 at 800 Martin Luther King Blvd,BCO,Hwy 290 at 800 Martin Luther King Blvd,30.33559,-97.362091,on,Road is open,875
COE1003 - 100 Q.S. Goins Ln.,BCO,100 Q.S. Goins Ln.,30.3528,-97.361588,on,Road is closed,876
COE1004 - N Avenue C in the 907 block,BCO,N Avenue C in the 907 block,30.352461,-97.37722,on,Road is open,877
COE1005 - West Brenham St in the 600 block,BCO,West Brenham St in the 600 block,30.342939,-97.376389,on,Road may flood rapidly,878
COS1001 - Old Upton Rd and Uptown Dr,BCO,Old Upton Rd and Uptown Dr,30.01469,-97.170128,off,Roadway is Closed,879
COS1002 - Loop 230 river bridge Boat Ramp,BCO,Loop 230 river bridge Boat Ramp,30.01755,-97.160187,on,Roadway is Open,880
COS1003 - The drive at Riverbend Park,BCO,The drive at Riverbend Park,30.01865,-97.145233,on,Roadway is Open,881
COS1004 - Loop Around at Riverbend Park Under 71,BCO,Loop Around at Riverbend Park Under 71,30.017929,-97.148682,on,Roadway is Open,882
P4022 Arbuckle at the Bridge,BCO,Arbuckle at the Bridge,30.287445,-97.381363,on,Road is open,886
TX1001 Park Road 1C at Alum Creek,BCO,Park Road 1C at Alum Creek,30.096329,-97.220116,on,Roadway is Open,888
P4023 - Raccoon Rd Crossing,BCO,Raccoon Rd 100 Yard of Old Lexington Rd,30.366083,-97.307426,on,Roadway is open,891
COB1005 Jasper and MLK,BCO,Jasper and MLK,30.103134,-97.311081,on,Road is open,894
WCID1001 - 100 Block Kokomo,BCO,100 Block Kokomo,30.090548,-97.327065,on,Roadway is open,895
TX1003 - FM 535 / AJ Rod Road,BCO,Area of FM 535 / AJ Rod Road,29.972275,-97.197372,on,Road is Open,899
TX1004 - FM 153 @ Park Rd 1C,BCO,TX1004 - FM 153 @ Park Rd 1C,30.038132,-97.15831,on,Road is Open,905
P2026 - Kovar Rd South of Vyvjalla,BCO,P2026 - Kovar Rd South of Vyvjalla,29.936741,-97.220016,on,Road is open,906
TX1005 - 1600 FM 2104,BCO,TX1005 - 1600 FM 2104,30.14747,-97.078934,on,Roadway is open,907
P2027 - Hector Rd / Gravelly Creek,BCO,P2027 - Hector Rd / Gravelly Creek,30.057676,-97.090775,off,Road is Closed,908
P2028 - 400 Old Lake Rd,BCO,P2028 - 400 Old Lake Rd,29.98201,-97.134331,on,Road is open,909
Farris Ln,BCO,300 Farris Ln,29.988424,-97.283272,on,Road is open,910
P2030 - Pine Valley Loop Foster Lake Overflow,BCO,P2030 - Pine Valley Loop,29.960033,-97.315735,on,Crossing is open,911
P2033 - Serbin Rd at Long Prarie Branch Creek,BCO,P2033 - Serbin Rd at Long Prarie Branch Creek,30.064812,-97.03701,on,Roadway is open,914
COS1005 - 1900 Woodress St,BCO,COS1005 - 1900 Woodress St,29.995094,-97.134933,on,Roadway is Open,915
TX1019 - FM 535 @ Watterson Road,BCO,TX1019 - 535 at Watterson Road,29.97106,-97.384438,on,Roadway is open,916
P2034 - Barton Creek at Zapalac Rd,BCO,P2034 - Barton Creek at Zapalac Rd,29.945227,-97.14534,on,Roadway is open,917
P2035 - Karisch Rd at Pin Oak Creek,BCO,P2035 - Karisch Rd at Pin Oak Creek,30.028528,-97.068565,on,Road is open,918
P4024 - Pleasant Grove RV Park & Camp,BCO,P4024 - Pleasant Grove RV Park & Camp,30.383915,-97.327621,on,Road is open,927
COE1006 - 200 Block Kennedy,BCO,COE1006 - 200 Block Kennedy,30.343157,-97.375458,on,Road is open,928
COE1007 - East 1st @ Avenue G,BCO,COE1007 - East 1st @ Avenue G,30.349821,-97.366875,on,Road is open,929
TX1006 - FM 3000 at Mundine,BCO,TX1006 - FM 3000 at Mundine,30.362949,-97.32119,on,Road is open,930
P4025 - Mundine Road near FM 3000,BCO,P4025 - Mundine Road near FM 3000,30.361727,-97.320808,on,Road is open,931
P4026 - Pleasant Grove Loop off FM 3000,BCO,P4026 - Pleasant Grove Loop off FM 3000,30.363451,-97.32061,on,Road is open,933
TX1007 - FM 696 @ Big Sandy Creek,BCO,TX1007 - FM 696 @ Big Sandy Creek,30.321651,-97.290596,on,Road is open,935
P4027 - Big Sandy Creek @ Old McDade Road,BCO,P4027 - Big Sandy Creek @ Old McDade Road,30.312466,-97.291664,on,Road is open,938
P4028 - Lower Elgin Rd at Wilbarger Creek,BCO,P4028 - Lower Elgin Rd at Wilbarger Creek 1100 Blk,30.222675,-97.409508,on,Road is open,941
P4029 - South Gates on Upper Elgin River Road @ Willbarger,BCO,P4029 - South Gates on Upper Elgin River Road @ Wi,30.281666,-97.441185,on,Roadway is open,942
P2036 -Gonzales St @ 21,BCO,P2036 - Gonzales St @ 21,30.217197,-97.113991,on,Road is open,944
P2037 - N Main @ 21 in Paige,BCO,P2037 - N Main @ 21 in Paige,30.217411,-97.112526,on,Road is open,945
TX1008 - Hwy 21 @ RR Bridge in Paige,BCO,TX1008 - Hwy 21 @ RR Bridge in Paige,30.216251,-97.12513,on,Hwy is now open,946
TX1009 - Hwy 21 near Orts Lane,BCO,TX1009 - Hwy 21 near Orts Lane,30.22744,-97.084602,on,Road is open,948
P2039 - August-Anna Rd @ 21,BCO,P2039 - August-Anna Rd @ 21,30.227921,-97.074516,on,Road is open,950
TX1010 - FM 2104 @ Turner Creek,BCO,TX1010 - FM 2104 @ Turner Creek,30.189865,-97.098907,on,Road is open but damaged,951
P2040 - Old Pin Oak @ Long Branch,BCO,P2040 - Old Pin Oak @ Long Branch,30.165682,-97.131683,on,Road is open,952
P2041 - 200 Block Lois Ln,BCO,P2041 - 200 Block Lois Ln,30.164679,-97.139793,on,Road is open,953
P2042 - 200 Block Kinsey,BCO,P2042 - 200 Block Kinsey,30.161934,-97.191849,on,Road is open,954
P4030 - Littig near Central Ave,BCO,P4030 - Littig near Central Ave,30.342543,-97.390938,on,Road is open,956
P4031 - Pleasant Grove at Roemer Rd,BCO,P4031 - Pleasant Grove at Roemer Rd,30.373798,-97.334602,on,Road is open,957
P4032- Old McDade at Pistol Hill Ln,BCO,P4032- Old McDade at Pistol Hill Ln,30.343025,-97.356964,on,Road is open,958
COE1008 - Old McDade at East Alamo,BCO,COE1008 - Old McDade at Pistol Hill Ln,30.345583,-97.362442,on,Road is open,959
TX1011 - US 290 @ FM 1704,BCO,TX1011 - US 290 @ FM 1704,30.33629,-97.366959,on,Road is open,960
COE1009 - Monterrey @ Monterrey Cove,BCO,COE1009 - Monterrey @ Monterrey Cove,30.335878,-97.370682,on,Road is open,961
P2043 - 200 Blk Frerich Rd near Nink Rd,BCO,P2043 - 200 Blk Frerich Rd near Nink Rd,30.133135,-97.098808,on,Road is open,964
P2044 - 200 Mustang Dr,BCO,200 Blk Mustang Dr @ Alum Creek,30.151155,-97.203239,on,Road is Open,965
P4033 - 500 Mundine Road,BCO,P4033 - 500 Mundine Rd,30.346506,-97.291496,on,Road is open,967
P2045 - Antioch @ Rabbs Creek,BCO,P2045 - Antioch @ Rabbs Creek,30.174931,-97.139549,on,Road is open,968
TX1012 - 2104 @ Old Pin Oak Creek,BCO,TX1012 - 2104 @ Old Pin Oak Creek,30.081264,-97.087181,on,Road is open but damaged,969
TX1013 - FM 812 @ County Line,BCO,TX1013 - FM 812 @ County Line,30.102629,-97.60965,on,Road is open,1020
P4034 - 2100 Blk Upper Elgin River Rd,BCO,P4034 - 2100 Blk Upper Elgin River Rd,30.227066,-97.461067,on,Road is open,1023
TX1018 - FM 1704 @ Youngs Prarie,BCO,TX1018 - FM 1704 @ Youngs Prarie,30.289129,-97.396027,on,Road is open,1026
P4035 - 30070 N. County Line Rd.,BCO,P4035 - 30070 N. County Line Rd.,30.418858,-97.369957,on,Road is open,1034
P2055 - 200 blk Hofferek Rd,BCO,P2055 - 200 blk Hofferek Rd,29.91787,-97.313454,on,Road is Open,1054
P2047 - 500 Blk St. Delight Rd,BCO,P2047 - 500 Blk St. Delight Rd,30.178963,-97.110825,on,Road is open,1072
TX1014 - Hwy 535 East of Meduna,BCO,TX1014 - Hwy 535 East of Meduna,29.934404,-97.258881,on,Road is open,1087
P2048 - 300 Block of Pine Valley,BCO,P2048 - 300 Block of Pine Valley,29.949093,-97.308968,on,Roadway is open,1099
P4036 - Comanche Trl just of FM 969,BCO,P4036 - Comanche Trl just of FM 969,30.226383,-97.464035,on,Road is open,1100
P2049 - 100 Blk Kellar Rd,BCO,P2049 - 100 Blk Kellar Rd,30.051336,-97.188866,on,Roadway is open,1102
TX1015 - 1704 Bridge at Wilbarger Creek,BCO,TX1015 - 1704 Bridge at Wilbarger Creek,30.232073,-97.432655,on,Road is open,1153
TX1017 - FM 2571 @ Wolf Creek,BCO,TX1017 - FM 2571 @ Wolf Creek,30.020525,-97.220116,on,Roadway open but damaged,1165
Easley Rd @ Little Piney Creek ,BCO,300 Blk Easley Rd @ Little Piney Creek ,29.963112,-97.279053,on,Roadway is open,1168
P2050 100 Blk Peace Haven Ln,BCO,100 Blk Peace Haven Ln,30.096045,-97.257645,on,Roadway is open but damaged,1170
P2052 - 480 Blk Kelley Rd E,BCO,P2052 - 480 Blk Kelley Rd E,30.150024,-97.235573,on,Roadway is open,1172
P4037 - Paint Creek and Railroad Track Rd,BCO,P4037 - Paint Creek and Railroad Track Rd,30.218374,-97.142967,on,Roadway is open,1173
P4038 - Lincoln Lake Subdivision,BCO,P4038 - Lincoln Lake Subdivision,30.249611,-97.091125,on,Roadway is open,1174
P1017 - Shiloh Rd at S Fitzwilliams Ln,BCO,P1017- Shiloh Rd at S Fitzwilliams Ln,30.092052,-97.358566,on,Roadway is damaged,1177
P2054 - KLBJ Rd 65-278 Blk ,BCO,P2054 - KLBJ Rd 65-278 Blk,30.038326,-97.158798,on,Roadway is open,1188
P2055 - KLBJ Rd 65-278 Blk,BCO,P2055 - KLBJ Rd 65-278 Blk,30.041939,-97.16803,on,Roadway is open,1189
P2056 - Alum Creek just South of Gotier Trace Rd,BCO,P2056 - Alum Creek just South of Gotier Trace Rd,30.099607,-97.220306,on,Roadway is open,1190
P2059 - Meduna Rd North of High Crossing Rd,BCO,P2059 - Meduna Rd North of High Crossing Rd,29.927925,-97.25,on,Roadway is open,1191
900 Blk of Nink Road,BCO,900 Blk of Nink Road,30.120358,-97.100548,on,Roadway is open,1197
P2060 - 1000 Blk Saint Delight Rd,BCO,Approx 1020 Saint Delight,30.145144,-97.113388,on,Roadway is very rough,1200
P3063 Sand Hills @ Sandy Creek,BCO,P3063 Sand Hills @ Sandy Creek,29.93049,-97.3787,on,Roadway is open,1339
TX1018 Park Road 1A @ Copperas Creek,BCO,TX1018 Park Road 1A @ Copperas Creek,30.100201,-97.272743,on,Roadway is open,1476
TX1020 Hwy 71 at Berdoll,BCO,TX1020 Hwy 71 at Berdoll,30.166477,-97.511711,on,Road is open,1556
TX1021 1704 at 969,BCO,TX1021 1704 @ 969,30.211784,-97.445938,on,Road is open,1561
TX1022 1704 @ VFW,BCO,TX1022 1st blk of 1704 ,30.335829,-97.367043,on,Road is open,1563
COE1010 Williams St,BCO,COE1010 400 Blk Williams St,30.343109,-97.374283,on,Road is open,1565
TX1023 200 Blk Hwy 95,BCO,TX1023 200 Blk Hwy 95,30.333887,-97.361771,on,Road is open,1569
P4040 Lower Elgin @ 969,BCO,P4040 Lower Elgin River Rd @ 969,30.196119,-97.42704,on,Road is open,1570
P3064 S Pope Bend @ Lois Ln,BCO,P3064 S Pope Bend @ Lois Ln,30.135187,-97.478523,on,Road is open,1571
TX1024 1209 @ Bluebonnet Elem,BCO,TX1024 1209 @ Bluebonnet Elem,30.133759,-97.428055,on,Road is open,1574
TX1025 812 @ Hwy 21,BCO,TX1025 812 @ Hwy 21,30.071671,-97.572433,on,Road is open,1576
TX1026 Hwy 21 @ Mt. Olive,BCO,TX1026 Hwy 21 @ Mt. Olive,30.110399,-97.418625,on,Road is open,1577
P4041 Hillcrest off 969,BCO,P4041 126 Hillcrest,30.233458,-97.470131,on,Road is open,1580
TX1027 FM 535 at Maha Creek,BCO,TX1027 FM 535 at Maha Creek,30.079931,-97.498329,on,Road is Open,1582
TX1028 812 @ Old San Antonio,BCO,TX1028 812 @ Old San Antonio,30.049198,-97.545784,on,Road is open,1587
P4042 Upper Elgin River Rd @ Old Austin Trl,BCO,P4042 Upper Elgin River Rd @ Old Austin Trl,30.242487,-97.45118,on,Road is open,1594
TX1029 290 @ Big Sandy ,BCO,TX1029 290 @ Big Sandy,30.304695,-97.297005,on,290 is open,1597
TX1030 Hwy 21 West @ Maha,BCO,TX1030 Hwy 21 West @ Maha,30.086143,-97.505463,on,Hwy is open,1607
TX1031 FM 969 @ Colorado River,BCO,TX1031 FM 969 @ Colorado River,30.16853,-97.403946,on,Roadway is open,1619
P1018 300 Block Reids Bend,BCO,P1018 300 Block Reids Bend,30.127987,-97.33046,on,Road not open,1634
P1019 Al Jones St,BCO,P1019 Al Jones St.,30.120579,-97.332298,on,Roadway still open,1636
P1020 Lower Wood Ln,BCO,P1020 Lower Wood Ln,30.123716,-97.340408,on,Roadway is open,1637
P1021 Shoreline Drive,BCO,P1021 Shoreline Drive,30.11878,-97.335197,off,Debris in road,1638
Fagerquest/Wolf,BCO,Fagerquest/Wolf,30.1322,-97.572929,on,Road is open,1639
P2051 170 Blk Cassel Way,BCO,P2051 170 Blk Cassel Way,30.155321,-97.237305,on,CAUTION! Roadway washed out but passable,1787
Oak Hill Cemetery Rd West of Herron Tr,BCO,Oak Hill Cemetery Rd West of Herron Tr,30.222258,-97.263367,on,Roadway is open,1794
Herron Trail,BCO,Herron Trail,30.223463,-97.258026,on,Road is open,1795
391 Porter Road,BCO,391 Porter Road,30.158215,-97.259186,on,Road is open,1797
1100 Blk Lower Elgin Rd,BCO,1100 Blk Lower Elgin Rd,30.222834,-97.409477,on,,1806
Pine Valley Loop,BCO,200 Blk,29.953863,-97.303185,on,Roadway is open,1807
East side of Tahitian Dr at Kaanapali,BCO,East side of Tahitian Dr at Kaanapali,30.08843,-97.284248,on,,1808
500 Blk Lower Elgin Rd,BCO,500 Blk Lower Elgin Rd,30.277292,-97.398445,on,,1809
304 South of 535,BCO,304 South of 535,29.931849,-97.310127,on,,1810
200 Blk FM 2571 ,BCO,200 Blk FM 2571 ,30.013432,-97.171227,on,Open but damaged,1812
800 Blk Stockade Ranch Rd,BCO,800 Blk Stockade Ranch Rd,30.26141,-97.147392,on,Roadway is open,1814
Turkey Ridge Rd Riddle Rd,BCO,Turkey Ridge Rd Riddle Rd,30.015995,-97.539978,on,Roadway is open,1815
1200 Blk Old McDade Rd,BCO,1200 Blk Old McDade Rd,30.334721,-97.329803,on,Road is open,1817
OLD PIN OAK,BCO,650 BLK near Antioch Rd,30.176414,-97.131813,on,Debris on road removed,1818
